title,URL,synopsis,genre,score
You Bishoujo Miruku-chan,https://myanimelist.net/anime/5572/You_Bishoujo_Miruku-chan,Who ever knew college classes could be so fun? When this college student asked for help she got more than she ever bargained for from her private tutor. She tried to resist at first but gave into the intense pleasure. Forget about class work - let the sexual lesson continue! (anidb),Hentai,5.36
Kijutsushi x Majutsushi: Osaka Tanteibu no Jikenbo,https://myanimelist.net/anime/4497/Kijutsushi_x_Majutsushi__Osaka_Tanteibu_no_Jikenbo,"No synopsis has been added for this series yet.

Click here to update this information.",Hentai,5.09
Meitantei Conan: Kodai Kyouryuu no Nazo ni Semare!,https://myanimelist.net/anime/33151/Meitantei_Conan__Kodai_Kyouryuu_no_Nazo_ni_Semare,(No synopsis yet.),Mystery,
Love Machine: Animaid Shoufu 23-gou,https://myanimelist.net/anime/5607/Love_Machine__Animaid_Shoufu_23-gou,(No synopsis yet.),Hentai,5.53
Mahou no Star Magical Emi: Kumo Hikaru,https://myanimelist.net/anime/8431/Mahou_no_Star_Magical_Emi__Kumo_Hikaru,"Kazuki Mai, an elementary schoolgirl, wanted to be a magician but her skills weren't good enough for here to join her grandparents' Magiccarat troupe. One day she sees a light enter a strange heart-shaped mirror. The light is actually a mirror fairy named Topo, who takes over her favourite stuffed toy, a flying squirrel and gives her a bracelet with the 4 card suits. The bracelet can turn into a bubble wand which transforms Mai into the 18 year old magician Magical Emi, who uses her magic to help people and participate in her grandparents' shows.","Comedy, Shoujo, Slice of Life",6.07
Jisshuusei,https://myanimelist.net/anime/12551/Jisshuusei,"No synopsis has been added for this series yet.

Click here to update this information.",Hentai,5.41
Happy Day,https://myanimelist.net/anime/9304/Happy_Day,"A 2000 film originally banned in South Korea, the first animation to have been denied a rating. Released later in 2003 in Japan with the title Seoul Bijin Kisha: Aiyoku Insider, completely dubbed.

(Source: AniDB)",Hentai,
Kikou Heidan J-Phoenix: PF Lips Shoutai,https://myanimelist.net/anime/8883/Kikou_Heidan_J-Phoenix__PF_Lips_Shoutai,Mecha series based on Takara's videogames.,"Comedy, Mecha",
Detective Conan Movie 06: The Phantom of Baker Street,https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street,"Noah's Ark—the latest in VR technology and a milestone of human innovation—is set for a showcase to Japan's privileged children. They have the honour of beginning a new revolution in gaming; however, their carefree fun is cut short when a company employee is found murdered, with his dying message pointing to a clue hidden within the Ark.

Along with the Detective Boys and Ran Mouri, Conan Edogawa enters Noah's Ark to solve this mystery and ensure the perpetrator is caught. But once they're inside the Ark, it takes on a mind of its own, imprisoning them and the children within its worlds. To escape and bring the murderer to justice, Conan and company must navigate a simulated 19th century London and track down the infamous Jack the Ripper—with the lives of 50 innocent children depending on them.","Adventure, Mystery, Police, Shounen",8.34
Armitage III: Dual-Matrix,https://myanimelist.net/anime/492/Armitage_III__Dual-Matrix,"A few years after they first met, Naomi Armitage and Ross Syllabus have started a family. Despite their normal lives, they must keep their identities a secret because many people believe that Robots do not deserve equal status with humans. Ross has an opportunity to abolish these ideas on Earth through a vote, but organizations in the shadows are working so that it doesn't happen.

(Source: ANN)","Action, Sci-Fi, Adventure, Mecha",6.89
eX-Driver the Movie,https://myanimelist.net/anime/378/eX-Driver_the_Movie,"After winning domestic preliminary round, Lisa, Lorna, and Soichi advance to ex-Driver world race competition held in Los Angeles as representative team from Japan. Like a bad omen, they encountered a reckless AI car the first night they arrived at Los Angeles. Although they successfully stopped the car, the local police department is not very happy about that and insists to examine their car overnight. 

However, the problem did not stop just there. The daughter of the United States team`s sponsor, Angela, has gone missing. Lorna realized that Angela was on the reckless AI car before. Soichi who guessed that Angel could be in danger then start looking for her. But Soichi got captured by a mysterious man, and he shocked to find Angela is also there. 

During the confinement inside a warehouse, Soichi finds out that apparently there is a connection between the series of incident and illegal gambling on the ex-Driver world race competition. Now Soichi must escape from the warehouse with Angela... 

(Source: AniDB)","Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",6.68
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,https://myanimelist.net/anime/3744/Crayon_Shin-chan_Movie_10__Arashi_wo_Yobu_Appare_Sengoku_Daikassen,"A full-scale historical drama set in the last days (the year 1574) of the Sengoku Era of feudal Japan. It is the story of the Nohara family, who has been transferred into the Sengoku Era by time warp, and a tragic love between a princess Ren Kasuga (a daughter of the feudal lord Kasuga at the Province of Musashi) and a samurai warrior Matabei Ijiri (a retainer of the Lord Kasuga).

(Source: Manabu Tsuribe)","Historical, Drama, Romance, Samurai, Seinen",7.33
Ginga Tetsudou 999 for Planetarium,https://myanimelist.net/anime/30481/Ginga_Tetsudou_999_for_Planetarium,"The movie was screened in several Planetariums in Japan and followed the adventures of Tetsuro, Maetel and a bunch of new characters like Nanami Yuma.","Adventure, Space, Drama, Sci-Fi",
Guilstein,https://myanimelist.net/anime/11995/Guilstein,"The theatrical anime film is a full digital (3-D) action/horror film based on a manga by Tamaki Hisao, best known to Western fans for his manga adaptation of Star Wars: A New Hope. Characters were designed by Yasushi Nirasawa, a well acclaimed maker of creature action figures. Monkey Punch (Lupin III creator) served as the film's script superviser. Set in the year 2088, it depicts a dark future in which humans have been transformed into the ""Guilstein,"" creatures with no human souls in them...

(Source: AniDB)","Action, Horror, Sci-Fi",
Ai Yori Aoshi: Yumegatari,https://myanimelist.net/anime/6709/Ai_Yori_Aoshi__Yumegatari,Kaoru and the girls have a picnic in Spring and talk about their dreams for the future.,"Comedy, Harem, Romance, Slice of Life",6.81
Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,https://myanimelist.net/anime/1677/Young_Herlock_wo_Oe_Cosmo_Warrior_Zero_Gaiden,Sequel to Cosmo Warrior Zero.,"Military, Sci-Fi, Adventure, Space, Drama",6.37
eX-Driver the Movie Specials,https://myanimelist.net/anime/12351/eX-Driver_the_Movie_Specials,"Three short bonus shorts featured with the movie, featuring Lisa, Lorna and Souichi in events set just before where the movie takes off. These bonus shorts are done in comedic style, mainly with camera pans and zooms on still images.

(Source: Wikipedia)",Comedy,6.4
Princess Tutu,https://myanimelist.net/anime/721/Princess_Tutu,"In a fairy tale come to life, the clumsy, sweet, and gentle Ahiru (Japanese for ""duck"") seems like an unlikely protagonist. In reality, Ahiru is just as magical as the talking cats and crocodiles that inhabit her town—for Ahiru really is a duck! Transformed by the mysterious Drosselmeyer into a human girl, Ahiru soon learns the reason for her existence. Using her magical egg-shaped pendant, Ahiru can transform into Princess Tutu—a beautiful and talented ballet dancer whose dances relieve people of the turmoil in their hearts. With her newfound ability, Ahiru accepts the challenge of collecting the lost shards of her prince's heart, for long ago he had shattered it in order to seal an evil raven away for all eternity.

Princess Tutu is a tale of heroes and their struggle against fate. Their beliefs, their feelings, and ultimately their actions will determine whether this fairy tale can reach its ""happily ever after.""","Comedy, Drama, Fantasy, Magic, Mystery, Romance",8.17
Witch Hunter Robin,https://myanimelist.net/anime/7/Witch_Hunter_Robin,"Witches are individuals with special powers like ESP, telekinesis, mind control, etc. Robin, a 15-year-old craft user, arrives from Italy to Japan to work for an organization named STN Japan Division (STN-J) as a replacement for one of STN-J's witch hunters who was recently killed. Unlike other divisions of STN, STN-J tries to capture the witches alive in order to learn why and how they became witches in the first place.

(Source: ANN)","Action, Magic, Police, Supernatural, Drama, Mystery",7.29
Saishuu Heiki Kanojo,https://myanimelist.net/anime/529/Saishuu_Heiki_Kanojo,"Chise is an ordinary schoolgirl: small, frail, and not particularly intelligent. Her greatest joy is her budding romance with her classmate and childhood friend, Shuuji. They both live in a small military town in Hokkaido, where high schoolers have few concerns other than who is dating whom and complaining about the steep climb up ""Hell Hill"" every day before school.

One day, Shuuji and his friends make a trip to Sapporo to buy gifts for their girlfriends. A massive air raid on Sapporo that day kills thousands, including one of Shuuji's friends, and signals the beginning of a war. Fleeing from the carnage, Shuuji spots Chise, though now she has steel wings and a massive gun where her right arm should be. Against her will, she has been transformed into the ultimate cyborg weapon, capable of leveling entire cities.

As the war rages closer and closer to their hometown, Chise and Shuuji's relationship is strained by her transformation, and they are left to wonder whether she is even still human.","Drama, Military, Romance, School, Sci-Fi",7.2
